Name,Location,City,P.O Box,Phone,Company Page Link,Logo URL
Biryani Centre Restaurant,"Shabiya M 10, Musaffah, Abu Dhabi",Abu Dhabi,,02-5550888,https://www.yellowpages-uae.com/biryani-centre-restaurant-173173.html,https://media.yellowpages-uae.com/images/placeholder.png
Biryani Hut Restaurant LLC,"Fathima Bldg, Near Madina Mall, Muhaisnah, Dubai",Dubai,,04-2344885,https://www.yellowpages-uae.com/biryani-hut-restaurant-llc-175276.html,https://media.yellowpages-uae.com/images/placeholder.png
Biryani Times Restaurant,,,,04-2886658,https://www.yellowpages-uae.com/biryani-times-restaurant-175257.html,https://media.yellowpages-uae.com/images/placeholder.png
Bisaya Restaurant,"Qusais, Dubai",Dubai,,04-3709588,https://www.yellowpages-uae.com/bisaya-restaurant-175271.html,https://media.yellowpages-uae.com/images/placeholder.png
Bistro Des Arts,"Dubai Marina, Dubai",Dubai,,04-5511576,https://www.yellowpages-uae.com/bistro-des-arts-175802.html,https://media.yellowpages-uae.com/images/placeholder.png
BiteRite,"Muroor Rd, Abu Dhabi",Abu Dhabi,37005,02-6411660,https://www.yellowpages-uae.com/biterite-105444.html,https://media.yellowpages-uae.com/images/placeholder.png
Black Pearl (Al Raha Beach Hotel),,,,02-5080555,https://www.yellowpages-uae.com/black-pearl-al-raha-beach-hotel--150704.html,https://media.yellowpages-uae.com/images/placeholder.png
Black Tap,"Madinat Jumeirah, Dubai",Dubai,,04-4229904,https://www.yellowpages-uae.com/black-tap-175804.html,https://media.yellowpages-uae.com/images/placeholder.png
Blue City Restaurant,"Near Al Tayer Motors, Garhoud, Dubai",Dubai,7135,04-2824800,https://www.yellowpages-uae.com/blue-city-restaurant-130115.html,https://media.yellowpages-uae.com/images/placeholder.png
Blue Dana Restaurant,"Al Wahda St, Sharjah",Sharjah,22196,06-5531680,https://www.yellowpages-uae.com/blue-dana-restaurant-133753.html,https://media.yellowpages-uae.com/images/placeholder.png
Blue Jade,"The Ritz Carlton, JBR, Dubai",Dubai,,04-3186150,https://www.yellowpages-uae.com/blue-jade-175805.html,https://media.yellowpages-uae.com/images/placeholder.png
Blue Marlin Ibiza UAE,"Golden Tulip Beach Resort, Ghantoot, Abu Dhabi",Abu Dhabi,,056-1133400,https://www.yellowpages-uae.com/blue-marlin-ibiza-uae-175677.html,https://media.yellowpages-uae.com/images/placeholder.png
Blue Sea Refreshments,"Near National Cinema, Abu Dhabi",Abu Dhabi,,02-6780085,https://www.yellowpages-uae.com/blue-sea-refreshments-175531.html,https://media.yellowpages-uae.com/images/placeholder.png
Boa Steakhouse,"Al Markaziyah, Abu Dhabi",Abu Dhabi,,02-6411500,https://www.yellowpages-uae.com/boa-steakhouse-175734.html,https://media.yellowpages-uae.com/images/placeholder.png
Bob's Fish & Chips,"Dubai Marina, Dubai",Dubai,66413,04-4504262,https://www.yellowpages-uae.com/bob-s-fish-chips-146805.html,https://media.yellowpages-uae.com/images/placeholder.png
Bobs Easy Dinner,"The Walk, Dubai",Dubai,,800 2627,https://www.yellowpages-uae.com/bobs-easy-dinner-175561.html,https://media.yellowpages-uae.com/images/placeholder.png
Boca Cafe,"DIFC, Dubai",Dubai,,04-3231833,https://www.yellowpages-uae.com/boca-cafe-175747.html,https://media.yellowpages-uae.com/images/placeholder.png
Bocadillo,,,,02-6456020,https://www.yellowpages-uae.com/bocadillo-145503.html,https://media.yellowpages-uae.com/images/placeholder.png
Bombay Spice Garden,"Near Choithram, Abu Shagarah, Sharjah",Sharjah,,06-5533827,https://www.yellowpages-uae.com/bombay-spice-garden-148306.html,https://media.yellowpages-uae.com/images/placeholder.png
Shahi Mughal Restaurant,"Beside Muncipality office, Satwa, Dubai",Dubai,,04-3440051,https://www.yellowpages-uae.com/shahi-mughal-restaurant-175315.html,https://media.yellowpages-uae.com/images/placeholder.png
Shahi Tandoor,"Zabeel Road, Karama, Dubai",Dubai,,04-3583583,https://www.yellowpages-uae.com/shahi-tandoor-67451.html,https://media.yellowpages-uae.com/images/placeholder.png
Shaikh Al Mandi Restaurant,"Al Barsha 1, Dubai",Dubai,,04-3929932,https://www.yellowpages-uae.com/shaikh-al-mandi-restaurant-68546.html,https://media.yellowpages-uae.com/images/placeholder.png
Shakespeare And Co,,,,04-8854330,https://www.yellowpages-uae.com/shakespeare-and-co-145285.html,https://media.yellowpages-uae.com/images/placeholder.png
Shaklan Restaurant,"Mubarak Al Jafla W/H, Street 12 , Al Quoz Indl Area 2, Dubai",Dubai,,04-3285533,https://www.yellowpages-uae.com/shaklan-restaurant-143790.html,https://media.yellowpages-uae.com/images/placeholder.png
Shako Mako,"Beach Road, Jumeirah 3, Dubai",Dubai,75232,04-3444007,https://www.yellowpages-uae.com/shako-mako-175569.html,https://media.yellowpages-uae.com/images/placeholder.png
Sham Alsehhi Restaurant,"Damascus St, Al Qusais, Dubai",Dubai,48636,04-2511155,https://www.yellowpages-uae.com/sham-alsehhi-restaurant-175325.html,https://media.yellowpages-uae.com/images/placeholder.png
Shamiana,"Sahara Center, Sharjah",Sharjah,,06-5395930,https://www.yellowpages-uae.com/shamiana-107677.html,https://media.yellowpages-uae.com/images/placeholder.png
Shams Al Aseel Cafeteria,"Satwa, Dubai",Dubai,,04-3329505,https://www.yellowpages-uae.com/shams-al-aseel-cafeteria-145343.html,https://media.yellowpages-uae.com/images/placeholder.png
Shams Al Batheen Restaurant,"Al Qusais, Dubai",Dubai,79328,04-2672204,https://www.yellowpages-uae.com/shams-al-batheen-restaurant-117846.html,https://media.yellowpages-uae.com/images/placeholder.png
Shams Restaurant,"Khalidiya, Abu Dhabi",Abu Dhabi,29128,02-6210176,https://www.yellowpages-uae.com/shams-restaurant-134374.html,https://media.yellowpages-uae.com/images/placeholder.png
Shanghai Station,"Oud Metha, Dubai",Dubai,,04-3966559,https://www.yellowpages-uae.com/shanghai-station-175210.html,https://media.yellowpages-uae.com/images/placeholder.png
Sharafuddin Restaurant,"China H-03, Dubai International City, Dubai",Dubai,,04-4475278,https://www.yellowpages-uae.com/sharafuddin-restaurant-145537.html,https://media.yellowpages-uae.com/images/placeholder.png
Sharafudheen Restaurant,"Al Quoz Industrial Area 3, Dubai",Dubai,,04-3468448,https://www.yellowpages-uae.com/sharafudheen-restaurant-142697.html,https://media.yellowpages-uae.com/images/placeholder.png
Sharjah Club Cafeteria,"Near Cricket Stadium, Sharjah",Sharjah,,06-5431717,https://www.yellowpages-uae.com/sharjah-club-cafeteria-147387.html,https://media.yellowpages-uae.com/images/placeholder.png
Shatee Restaurant,"Bhnd Citymax Hotel, Al Wahda St, Sharjah",Sharjah,,06-5556070,https://www.yellowpages-uae.com/shatee-restaurant-175372.html,https://media.yellowpages-uae.com/images/placeholder.png
Shater Grill House Restaurant,"Near Madina Mall, Dubai, Dubai",Dubai,,04-3415660,https://www.yellowpages-uae.com/shater-grill-house-restaurant-175299.html,https://media.yellowpages-uae.com/images/placeholder.png
Shatir Hassan Restaurant,"Al Falah St, Abu Dhabi",Abu Dhabi,46539,02-6416616,https://www.yellowpages-uae.com/shatir-hassan-restaurant-129158.html,https://media.yellowpages-uae.com/images/placeholder.png
Shaukath Restaurant,"Bhnd of Karama Hotel, Dubai",Dubai,,04-3352526,https://www.yellowpages-uae.com/shaukath-restaurant-142911.html,https://media.yellowpages-uae.com/images/placeholder.png
Arabian Seashell Cafeteria,"Beach Road, Jumeirah 3, Dubai",Dubai,,04-3942886,https://www.yellowpages-uae.com/arabian-seashell-cafeteria-146796.html,https://media.yellowpages-uae.com/images/placeholder.png
Arman Cafe,"G Floor, Al Maktoum St, Dubai Corniche Hotel & Residence, Al Maktoum St, Deira, Dubai",Dubai,181858,04-2292983,https://www.yellowpages-uae.com/arman-cafe-144052.html,https://media.yellowpages-uae.com/images/placeholder.png
Aroma Garden Caffe,"Al Amri Bldg, Oud Metha Rd, Karama, Dubai",Dubai,30651,04-3368999,https://www.yellowpages-uae.com/aroma-garden-caffe-129758.html,https://media.yellowpages-uae.com/images/placeholder.png
Aroma Spicy Restaurant,"Behind Eldorado Cinemas, Electra Street, Abu Dhabi",Abu Dhabi,,02-6770064,https://www.yellowpages-uae.com/aroma-spicy-restaurant-175533.html,https://media.yellowpages-uae.com/images/placeholder.png
Arous Al Wadi Restaurant,"Al Nahda, Sharjah",Sharjah,,06-5363600,https://www.yellowpages-uae.com/arous-al-wadi-restaurant-148067.html,https://media.yellowpages-uae.com/images/placeholder.png
Arrows & Sparrows Cafe,"Emaar Business Park, The Greens, Dubai",Dubai,,04-5588141,https://www.yellowpages-uae.com/arrows-sparrows-cafe-175743.html,https://media.yellowpages-uae.com/images/placeholder.png
Art House Cafe,"Eitihad Modern Art Galley, Al Bateen, Abu Dhabi",Abu Dhabi,,02-4182466,https://www.yellowpages-uae.com/art-house-cafe-175610.html,https://media.yellowpages-uae.com/images/placeholder.png
Arya Bhavan Restaurant,"Al Falah St, Abu Dhabi",Abu Dhabi,,02-4450909,https://www.yellowpages-uae.com/arya-bhavan-restaurant-145334.html,https://media.yellowpages-uae.com/images/placeholder.png
Asfar Restaurant & Coffee Shop,,,,02-6422217,https://www.yellowpages-uae.com/asfar-restaurant-coffee-shop-145300.html,https://media.yellowpages-uae.com/images/placeholder.png
Ashbilia Restaurant,"Karama, Dubai",Dubai,50080,04-3969726,https://www.yellowpages-uae.com/ashbilia-restaurant-112899.html,https://media.yellowpages-uae.com/images/placeholder.png
Ashrafi Restaurant,"Near Cargo Village, Airport Rd, Dubai",Dubai,60825,04-2821718,https://www.yellowpages-uae.com/ashrafi-restaurant-121551.html,https://media.yellowpages-uae.com/images/placeholder.png
Asia De Cuba,"Corniche Road, Abu Dhabi",Abu Dhabi,,02-6993333,https://www.yellowpages-uae.com/asia-de-cuba-175670.html,https://media.yellowpages-uae.com/images/placeholder.png
Asian Palace Sharjah Restaurant,"Mubarak Centre, Al Aroba St, Sharjah",Sharjah,,06-5233505,https://www.yellowpages-uae.com/asian-palace-sharjah-restaurant-110163.html,https://media.yellowpages-uae.com/images/placeholder.png
Assia In Work,"The Res Tower 1, Burj Dubai, Dubai",Dubai,184512,04-4205225,https://www.yellowpages-uae.com/assia-in-work-121797.html,https://media.yellowpages-uae.com/images/placeholder.png
Atayab Public Kitchen and Restaurant,"Dibba Wasit, Dibba",Dibba,11757,09-2443644,https://www.yellowpages-uae.com/atayab-public-kitchen-and-restaurant-59241.html,https://media.yellowpages-uae.com/images/placeholder.png
Atayeb,"Yas Viceroy, Yas Island, Abu Dhabi",Abu Dhabi,,02-6560000,https://www.yellowpages-uae.com/atayeb-175671.html,https://media.yellowpages-uae.com/images/placeholder.png
Atelier M,"Dubai Marina, Dubai",Dubai,,04-4507766,https://www.yellowpages-uae.com/atelier-m-175795.html,https://media.yellowpages-uae.com/images/placeholder.png
Athena Greek Cuisine,"Abu Dhabi Mall, Abu Dhabi",Abu Dhabi,53128,02-6450060,https://www.yellowpages-uae.com/athena-greek-cuisine-145301.html,https://media.yellowpages-uae.com/images/placeholder.png
Automatic Restaurant & Grill,"Near ADCB, Corniche Rd, Sharjah",Sharjah,28977,06-5741222,https://www.yellowpages-uae.com/automatic-restaurant-and-grill-105246.html,https://media.yellowpages-uae.com/images/placeholder.png
Avani Restaurant LLC,"Al Dana Centre, Arjaan Food Court, Karama, Dubai",Dubai,44056,04-2989142,https://www.yellowpages-uae.com/avani-restaurant-llc-142518.html,https://media.yellowpages-uae.com/images/placeholder.png
Shawarma Time,"Najda St, Abu Dhabi",Abu Dhabi,37942,02-6336633,https://www.yellowpages-uae.com/shawarma-time-164777.html,https://media.yellowpages-uae.com/images/placeholder.png
Sabir Afghan Restaurant,"318 Road, Near Grand City Mall, Al Quoz, Dubai",Dubai,,052-4243516,https://www.yellowpages-uae.com/sabir-afghan-restaurant-175590.html,https://media.yellowpages-uae.com/images/placeholder.png
Al Taher Restaurant,"Corniche Rd, Ajman",Ajman,4683,06-7473569,https://www.yellowpages-uae.com/al-taher-restaurant-126528.html,https://media.yellowpages-uae.com/images/placeholder.png
Saca Advertising LLC,,,,04-2563531,https://www.yellowpages-uae.com/saca-advertising-llc-152647.html,https://media.yellowpages-uae.com/images/placeholder.png
Sacci,,,,02-6169999,https://www.yellowpages-uae.com/sacci-175719.html,https://media.yellowpages-uae.com/images/placeholder.png
Sadaf,"Al Maktoum St, Dubai",Dubai,,04-2221622,https://www.yellowpages-uae.com/sadaf-105428.html,https://media.yellowpages-uae.com/images/placeholder.png
Sadaf Wa Marjan Restaurant LLC,"Bhnd Dubai Islamic Bank, National Paints, Al Muweilah, Sharjah",Sharjah,,06-5356030,https://www.yellowpages-uae.com/sadaf-wa-marjan-restaurant-llc-146560.html,https://media.yellowpages-uae.com/images/placeholder.png
Safari Bruasted Chicken & Refreshment,"Near Dana Hotel, TCA, Abu Dhabi",Abu Dhabi,,02-6450003,https://www.yellowpages-uae.com/safari-bruasted-chicken-refreshment-131680.html,https://media.yellowpages-uae.com/images/placeholder.png
Safeer Al Mandi,"Jamal Abdul Naser Rd, Al Majaz, Sharjah",Sharjah,,06-5444225,https://www.yellowpages-uae.com/safeer-al-mandi-147688.html,https://media.yellowpages-uae.com/images/placeholder.png
Safire Restaurant,"Near UAE Exchange, Rolla Sq, Sharjah",Sharjah,20256,06-5614393,https://www.yellowpages-uae.com/safire-restaurant-112392.html,https://media.yellowpages-uae.com/images/placeholder.png
Sagar Calicut,"Near Al Ansari Exchange, Al Arooba St, Sharjah",Sharjah,67993,06-5639781,https://www.yellowpages-uae.com/sagar-calicut-68586.html,https://media.yellowpages-uae.com/images/placeholder.png
Sagar City Restaurant,"Abu Shagara, Sharjah",Sharjah,,06-5595660,https://www.yellowpages-uae.com/sagar-city-restaurant-147203.html,https://media.yellowpages-uae.com/images/placeholder.png
Sagar Deluxe Restaurant LLC,"Hor Al Anz, Dubai",Dubai,,04-2963738,https://www.yellowpages-uae.com/sagar-deluxe-restaurant-llc-148308.html,https://media.yellowpages-uae.com/images/placeholder.png
Sagar Restaurant,"Passport Rd, Abu Dhabi",Abu Dhabi,,02-6413690,https://www.yellowpages-uae.com/sagar-restaurant-145536.html,https://media.yellowpages-uae.com/images/placeholder.png
Sager Deira Restaurant LLC,"Hor Al Anz, Dubai",Dubai,82041,04-2681268,https://www.yellowpages-uae.com/sager-deira-restaurant-llc-146793.html,https://media.yellowpages-uae.com/images/placeholder.png
Sai Dham Restaurant,"Karama, Dubai",Dubai,28146,04-3358788,https://www.yellowpages-uae.com/sai-dham-restaurant-141795.html,https://media.yellowpages-uae.com/images/placeholder.png
Saif Al Jazeera Restaurant,"Frij Murar, Deira, Dubai",Dubai,89051,04-2710532,https://www.yellowpages-uae.com/saif-al-jazeera-restaurant-131057.html,https://media.yellowpages-uae.com/images/placeholder.png
Salaam Namaste Restaurant,"Meena Bazar, Bur Dubai, Dubai",Dubai,241473,04-3256144,https://www.yellowpages-uae.com/salaam-namaste-restaurant-175292.html,https://media.yellowpages-uae.com/images/placeholder.png
Salat Al Makolat Restaurant,"Behind National Hospital, Najda Street, Abu Dhabi",Abu Dhabi,,02-6749901,https://www.yellowpages-uae.com/salat-al-makolat-restaurant-175576.html,https://media.yellowpages-uae.com/images/placeholder.png
Saleh Bin Lahej Group,"Garhoud, Dubai",Dubai,1443,04-2828188,https://www.yellowpages-uae.com/saleh-bin-lahej-group-118062.html,https://media.yellowpages-uae.com/images/placeholder.png
Salem Saif Restaurant,,,,04-8523951,https://www.yellowpages-uae.com/salem-saif-restaurant-101182.html,https://media.yellowpages-uae.com/images/placeholder.png
Salero,"Kempenski Hotel, Shk Zayed Road, Dubai",Dubai,,04-4095888,https://www.yellowpages-uae.com/salero-175775.html,https://media.yellowpages-uae.com/images/placeholder.png
New Sagar Restaurant LLC,"Mussafah, Abu Dhabi",Abu Dhabi,,02-5531180,https://www.yellowpages-uae.com/new-sagar-restaurant-llc-147966.html,https://media.yellowpages-uae.com/images/placeholder.png
New Times Restaurant,"Near Clock Tower, Deira, Dubai",Dubai,14516,04-2501888,https://www.yellowpages-uae.com/new-times-restaurant-152365.html,https://media.yellowpages-uae.com/images/placeholder.png
New York Pizza,"Al Qasba, Sharjah",Sharjah,,06-5566262,https://www.yellowpages-uae.com/new-york-pizza-147579.html,https://media.yellowpages-uae.com/images/placeholder.png
Nice Burger Restaurant,"Sundos Al Nahda Bldg, NMC Hospital Rd, Al Nahda, Dubai",Dubai,,04-2582007,https://www.yellowpages-uae.com/nice-burger-restaurant-175229.html,https://media.yellowpages-uae.com/images/placeholder.png
Nihal Restaurant,"Electra St, Abu Dhabi",Abu Dhabi,72788,02-6318088,https://www.yellowpages-uae.com/nihal-restaurant-114926.html,https://media.yellowpages-uae.com/images/placeholder.png
Nila Restaurant,"Near Safeer Mall, Industrial Area 7, Sharjah",Sharjah,29033,06-5300230,https://www.yellowpages-uae.com/nila-restaurant-144081.html,https://media.yellowpages-uae.com/images/placeholder.png
Ninar Coffee Shop and Restaurant,"Khalifa St, Abu Dhabi",Abu Dhabi,38569,02-6722267,https://www.yellowpages-uae.com/ninar-coffee-shop-and-restaurant-118411.html,https://media.yellowpages-uae.com/images/placeholder.png
Nineteen,"Emirates Hills, Dubai",Dubai,36700,04-3905600,https://www.yellowpages-uae.com/nineteen-122101.html,https://media.yellowpages-uae.com/images/placeholder.png
Noble Restaurant & Catering Srvcs LLC,,,,02-5509292,https://www.yellowpages-uae.com/noble-restaurant-catering-srvcs-llc-148667.html,https://media.yellowpages-uae.com/images/placeholder.png
Nolus Cafe,"Al Bandar, Abu Dhabi",Abu Dhabi,,02-5579500,https://www.yellowpages-uae.com/nolus-cafe-175657.html,https://media.yellowpages-uae.com/images/placeholder.png
Noodle House,"Dubai Mall, Dubai",Dubai,,04-3884825,https://www.yellowpages-uae.com/noodle-house-175770.html,https://media.yellowpages-uae.com/images/placeholder.png
Noor Al Madina Cafeteria,"Opp Aster, Al Muteena, Dubai",Dubai,,04-2735318,https://www.yellowpages-uae.com/noor-al-madina-cafeteria-175243.html,https://media.yellowpages-uae.com/images/placeholder.png
Noor Al Mandi Restaurant,"Burj Al Noor Tower, Amman St, Al Nahda 2, Dubai",Dubai,232852,04-2390700,https://www.yellowpages-uae.com/noor-al-mandi-restaurant-147104.html,https://media.yellowpages-uae.com/images/placeholder.png
Noor Al Samaa Restaurant,"Al Nahda, Sharjah",Sharjah,,06-5265474,https://www.yellowpages-uae.com/noor-al-samaa-restaurant-147669.html,https://media.yellowpages-uae.com/images/placeholder.png
